Brand,TotalSalesDollars,TotalPurchaseDollars,TotalSalesQuantity,TotalPurchaseQuantity,GrossProfit,ProfitMargin
8694,66501.05,48475.33,6095.0,6067,18025.72,27.105917876484657
3663,66438.51,52132.200000000004,4749.0,4845,14306.30999999999,21.533159006726656
3918,66420.86,52878.93,1514.0,1599,13541.93,20.38806784495112
2258,66365.5,52035.02,4850.0,5326,14330.480000000003,21.59326758632121
7969,66311.19,39461.1,4381.0,4370,26850.090000000004,40.491039295177785
46985,66305.06999999999,53439.75,2793.0,3393,12865.319999999992,19.403222106544785
41990,66262.76,47436.76,1224.0,1337,18825.999999999993,28.411131682411046
11456,66261.44,43758.72,1856.0,1926,22502.72,33.96050553685522
3919,66193.28,48587.5,5572.0,5750,17605.78,26.597533767778238
7293,66192.2,47882.64,7880.0,8034,18309.559999999998,27.661204794522614
23129,66119.48,44308.799999999996,3352.0,3620,21810.68,32.98676880096456
23382,66118.65,32096.0,4135.0,2950,34022.649999999994,51.4569641092188
8437,66066.98,55303.62,1802.0,2102,10763.359999999993,16.291587719008792
8232,65995.46,48834.24,7754.0,7826,17161.22000000001,26.003637219893623
6950,65968.29,46263.840000000004,1971.0,1967,19704.44999999999,29.869578247367016
2926,65934.69,53078.49,2331.0,2427,12856.200000000004,19.498385447781743
46380,65890.11,36589.56,4089.0,4052,29300.550000000003,44.468813301419594
1125,65816.26,62390.7,2674.0,3830,3425.5599999999977,5.204732082922971
28260,65531.09,41644.56,8091.0,8024,23886.53,36.450683179541194
1715,65401.38,47540.8,3462.0,3455,17860.579999999994,27.309179102948583
33348,65359.35,41485.74,5665.0,5738,23873.61,36.5266943444205
3617,65354.28,42903.840000000004,2972.0,2712,22450.439999999995,34.35190472605619
13638,65347.5,48189.29,5550.0,5827,17158.21,26.256872871953785
22758,65335.14,32112.850000000002,4086.0,3073,33222.28999999999,50.849037745997016
5218,65291.33,47953.2,4667.0,4490,17338.130000000005,26.555026524961285
17814,65226.780000000006,45648.840000000004,1822.0,1931,19577.940000000002,30.01518701367751
21864,65147.869999999995,38851.729999999996,2513.0,2551,26296.14,40.363775515607806
23229,65146.54,29696.48,4346.0,2872,35450.06,54.41587534809983
6670,65138.87,44533.24,6113.0,6151,20605.630000000005,31.633385718849595
21004,65126.49,42542.43,8151.0,8197,22584.059999999998,34.67722581087972
19453,65096.43,44505.8,4557.0,4612,20590.629999999997,31.630966552236423
11915,65067.5,56193.2,2050.0,2867,8874.300000000003,13.638606062934649
19934,64958.47,43308.8,6453.0,6464,21649.67,33.32847894970432
759,64902.490000000005,45843.0,1151.0,1239,19059.490000000005,29.366346345109417
24286,64862.24,41524.0,2776.0,2800,23338.239999999998,35.98124270762157
1068,64651.87,49397.92,4313.0,4318,15253.950000000004,23.59398111763821
4639,64551.92999999999,15293.2,807.0,260,49258.729999999996,76.30868666513922
2678,64537.93,56334.39,1507.0,1761,8203.54,12.711191697657487
14539,64516.96,46507.38,4304.0,4623,18009.58,27.91448946137574
25036,64481.99,44298.99,5789.0,5883,20183.0,31.300212664032234
2790,64338.68,57825.03999999999,2032.0,2366,6513.640000000007,10.12398762299756
3363,64238.23,45252.3,4677.0,4670,18985.93,29.55549989468888
7374,64214.11,54104.82,6189.0,7887,10109.29,15.743097584004515
5462,64185.85,45187.8,3115.0,3074,18998.049999999996,29.598501850485732
2945,64147.86,60113.94,214.0,282,4033.9199999999983,6.288471665305745
38772,64140.60999999999,42393.28,3739.0,3868,21747.329999999994,33.905711217900794
2512,64066.69,52545.92,1831.0,2072,11520.770000000004,17.98246483469023
41940,64029.09,40526.64,2791.0,2838,23502.449999999997,36.70589414905006
12111,64023.96,44325.63,4004.0,4131,19698.33,30.767122183632505
7867,64000.63,57815.04,7037.0,7528,6185.5899999999965,9.664889236246575
8442,63983.5,43095.68,4550.0,4624,20887.82,32.64563520282573
290,63976.259999999995,48968.700000000004,874.0,1254,15007.55999999999,23.45801395705218
32479,63914.44,53919.0,6488.0,7988,9995.440000000002,15.638782096815685
24303,63883.71,47320.17,8579.0,9483,16563.54,25.927642586819083
21317,63850.36,43085.939999999995,4564.0,4618,20764.420000000006,32.52044311104903
24369,63810.78,32002.579999999998,5322.0,3898,31808.2,49.847690311887746
26744,63748.87,35675.94,5465.0,5557,28072.93,44.0367492004172
23523,63682.42,42093.99,6158.0,6407,21588.43,33.90014072957654
5149,63648.3,46078.53,1970.0,1987,17569.770000000004,27.604460763288262
12697,63582.97,42915.11,5303.0,5509,20667.86,32.505339086865554
14818,63531.36,45892.21,4144.0,4277,17639.15,27.764477259734406
39708,63447.98,39770.72,7572.0,8426,23677.260000000002,37.317594665740344
46424,63423.85,40713.0,6415.0,6150,22710.85,35.808059586417414
37842,63343.17,40186.08,5283.0,5192,23157.089999999997,36.55814825813106
24453,63306.06,39037.9,2694.0,2530,24268.159999999996,38.334655481639516
8386,63214.14,46344.25,4686.0,4705,16869.89,26.6868931539684
19947,63200.15,40295.12,4485.0,4621,22905.03,36.24205005842549
41143,63165.15,39407.92,7341.0,7492,23757.230000000003,37.611293569317894
3524,63161.2,47054.700000000004,3130.0,3201,16106.499999999993,25.500623800687755
8790,63147.64,38680.2,4536.0,4524,24467.440000000002,38.74640445787048
6586,63120.66,39282.100000000006,5834.0,5863,23838.559999999998,37.76665199635111
7931,63035.75,47632.14,6925.0,7362,15403.61,24.43630796809747
25711,63030.82,42286.58,3918.0,4346,20744.239999999998,32.911264679723345
6974,62984.8,38717.119999999995,4020.0,4264,24267.680000000008,38.52942297189164
8103,62902.62,49600.32,63538.0,64416,13302.300000000003,21.147449820055193
5962,62893.10999999999,49605.24,2589.0,2874,13287.869999999995,21.127703813660982
43877,62877.99,47628.0,2301.0,2700,15249.989999999998,24.25330389855019
17967,62798.38,39827.2,4362.0,4445,22971.18,36.579255706914736
4404,62791.770000000004,40560.48,9223.0,9389,22231.29,35.404783142758994
10296,62768.16,39075.68,3934.0,4016,23692.480000000003,37.7460164516532
44854,62739.770000000004,44212.5,1223.0,1250,18527.270000000004,29.530344150129977
1746,62703.7,41599.19,2030.0,2081,21104.509999999995,33.657519412730025
942,62668.1,47813.4,990.0,1052,14854.699999999997,23.703766350024967
8097,62627.58,45868.96,4842.0,4859,16758.620000000003,26.75916904341506
12586,62584.53,36583.8,6697.0,7590,26000.729999999996,41.544979246468735
20532,62560.33,46538.64,4867.0,5337,16021.690000000002,25.609983195421126
1993,62422.67999999999,58017.96,3132.0,3381,4404.719999999994,7.056281466928358
2183,62414.02,46854.27,3098.0,3207,15559.75,24.929895558722222
19611,62404.99,37319.520000000004,601.0,609,25085.469999999994,40.19785917760743
38131,62396.07,41067.36,5993.0,6004,21328.71,34.18277785764392
13258,62384.91,37947.03,5809.0,5847,24437.880000000005,39.17274225449713
5759,62351.020000000004,51363.04,4798.0,5441,10987.980000000003,17.622775056446553
2030,62073.77,48674.04,2023.0,2073,13399.729999999996,21.58678295196183
11499,62053.75,37884.479999999996,2225.0,2077,24169.270000000004,38.94892734121629
7917,62041.76,50516.0,6824.0,7300,11525.760000000002,18.57742269078118
1226,61932.28,49475.25,2472.0,2475,12457.029999999999,20.1139534988862
6396,61868.18,40929.28,7942.0,7994,20938.9,33.84437686707448
3325,61867.62,41528.8,5538.0,5612,20338.82,32.874741262068916
27813,61698.31,41400.450000000004,4269.0,4381,20297.859999999993,32.898567237903265
8658,61679.12,45015.12,1688.0,1854,16664.0,27.0172466792652
46764,61676.04,32864.63,4896.0,4003,28811.410000000003,46.71410486146647
37678,61624.88,36620.24,5612.0,5608,25004.64,40.57555974145507
5378,61586.6,43927.0,2340.0,2180,17659.6,28.674419435396658
6742,61527.719999999994,56804.52,3328.0,4548,4723.199999999997,7.676539940046531
6293,61499.65,38190.42,6285.0,6462,23309.230000000003,37.90140269090963
2161,61452.77,45123.82,2923.0,2957,16328.949999999997,26.571544293284088
2116,61414.340000000004,46160.369999999995,1466.0,1689,15253.970000000008,24.83779846856615
13489,61413.659999999996,42274.85,3234.0,3295,19138.809999999998,31.16376714887209
2149,61361.97,43889.46,8203.0,8219,17472.510000000002,28.474493240683117
29649,61322.96,40621.3,3904.0,4010,20701.659999999996,33.75841609733124
5259,61308.45999999999,48582.78,3554.0,3631,12725.679999999993,20.756809092904952
2045,61239.880000000005,54337.32,1612.0,1788,6902.560000000005,11.271348017011144
26427,61188.34,40441.5,2766.0,2850,20746.839999999997,33.90652532819161
24592,61116.33,34368.32,7667.0,7328,26748.010000000002,43.76573331546577
5128,61104.3,43642.8,4870.0,4860,17461.5,28.576548622601027
12109,61101.229999999996,41687.73,3177.0,3381,19413.499999999993,31.772682808513007
4195,61012.58,46441.85,5342.0,5369,14570.730000000003,23.881517549331637
5833,60981.06,47419.18,894.0,934,13561.879999999997,22.239495344948086
25138,60869.549999999996,52029.67,3045.0,3773,8839.879999999997,14.522663630665905
25504,60785.69,40818.78,5531.0,5531,19966.910000000003,32.84804367606916
22914,60749.2,30008.46,1980.0,1511,30740.739999999998,50.60270752536658
825,60717.54,42375.87,1446.0,1413,18341.67,30.208190252767153
4197,60671.99,47783.92,3501.0,3656,12888.07,21.24220748322249
8265,60519.42,42208.14000000001,6058.0,6126,18311.27999999999,30.25686630836844
5215,60416.49,46325.43,4651.0,4923,14091.059999999998,23.323201993363067
24503,60369.229999999996,48188.51,877.0,1019,12180.719999999994,20.177033896241504
12495,60351.79,34488.66,7621.0,7401,25863.129999999997,42.85395677576423
19199,60306.619999999995,41431.04,3538.0,3584,18875.579999999994,31.29934988895082
3805,60285.5,22077.87,3850.0,1973,38207.630000000005,63.37781058463479
5489,60202.11,44428.33,5789.0,5869,15773.779999999999,26.201374004997497
8262,60193.59,43410.08,2741.0,2744,16783.509999999995,27.882553607452216
1817,60188.28,46592.25,2772.0,2775,13596.029999999999,22.58916519960364
33038,60151.74,34851.6,3326.0,3227,25300.14,42.06052892235536
8130,60147.54,43391.94,46626.0,46658,16755.6,27.85749841140635
47090,60070.96,39775.74,2504.0,2553,20295.22,33.78540978868991
3547,59979.42,48648.6,21498.0,22113,11330.82,18.891179674628397
37984,59976.99,40037.56,5401.0,5282,19939.43,33.24513284177816
5826,59965.42,44994.74,6458.0,6559,14970.68,24.965521795728275
28548,59893.29,38130.71000000001,3571.0,3457,21762.579999999994,36.33558951261484
31558,59884.23,27050.2,3977.0,3205,32834.03,54.82917622886693
23191,59855.07,25122.899999999998,3993.0,2530,34732.17,58.027114495062825
10579,59715.35,42348.14,5485.0,6397,17367.21,29.083326146459832
39254,59693.32,35817.9,5168.0,5191,23875.42,39.99680366245335
5872,59593.69,47365.119999999995,19931.0,20416,12228.570000000007,20.51990739288003
7224,59537.67,29322.7,4733.0,2530,30214.969999999998,50.74933231347482
5708,59473.26,25089.88,60074.0,66026,34383.380000000005,57.81317519840009
2826,59392.450000000004,46633.84,1555.0,1576,12758.610000000008,21.481871854082474
20419,59386.03,36383.16,3047.0,2838,23002.869999999995,38.73448014625661
2759,59373.56,46066.020000000004,4244.0,4543,13307.539999999994,22.41324252748192
4450,59355.7,41517.93,2230.0,2243,17837.769999999997,30.05232858849276
1727,59329.02,52599.25,2698.0,3085,6729.769999999997,11.343133596341213
15824,59229.27,34679.36,3373.0,3232,24549.909999999996,41.448949142881546
6638,59226.299999999996,39633.659999999996,2370.0,2442,19592.64,33.080979227133895
5560,59087.82,43294.149999999994,3418.0,3385,15793.670000000006,26.72914654830726
27801,59051.16,41740.86,1284.0,1334,17310.300000000003,29.314072746411757
17875,58998.16,43095.68,7384.0,7922,15902.480000000003,26.954196537654738
42421,58930.57,37833.119999999995,4543.0,4888,21097.450000000004,35.800519153301934
6081,58917.93,43421.86,29607.0,29741,15496.07,26.30111071451424
16394,58908.86,34314.0,3514.0,3800,24594.86,41.75069760304307
4764,58883.42,43097.1,2858.0,2910,15786.32,26.809448228380756
7994,58873.8,47334.17,6020.0,5969,11539.630000000005,19.600620309883183
8092,58772.85,45420.6,25665.0,26718,13352.25,22.718398035827768
11196,58661.03,40278.0,5697.0,6850,18383.03,31.33772114127556
14008,58660.66,38847.6,4834.0,4796,19813.060000000005,33.77571953673894
2686,58483.83,42933.600000000006,1517.0,1602,15550.229999999996,26.58893919909143
13979,58363.32,39565.1,1668.0,1730,18798.22,32.20896275263299
42765,58250.47,35854.65,5871.0,6129,22395.82,38.44744943688866
18950,58215.64,19169.920000000002,3236.0,1556,39045.72,67.07084213108368
3743,58174.03,34285.5,4897.0,4275,23888.53,41.06390772652333
6448,58171.86,34907.67,5764.0,5789,23264.190000000002,39.992171472598606
3703,58162.9,48627.2,9710.0,10480,9535.700000000004,16.394815251646673
419,58151.89,44420.22,2811.0,2778,13731.669999999998,23.613454352042552
3168,58138.659999999996,45376.24,2334.0,2392,12762.419999999998,21.951692729072185
377,58086.71,54545.4,1529.0,1924,3541.3099999999977,6.096592490778007
3367,58063.66,42142.19,5434.0,5567,15921.470000000001,27.420713747634924
21231,58038.62,36855.28,11638.0,11966,21183.340000000004,36.49869690216618
4670,57972.990000000005,33975.06,11651.0,11838,23997.930000000008,41.395018611253285
16837,57972.46,34948.979999999996,10154.0,10219,23023.480000000003,39.714512718625365
2647,57858.29,57654.8,1071.0,1396,203.48999999999796,0.3517041378167207
23212,57856.24,36881.84,4376.0,4616,20974.4,36.252615102536915
6273,57851.85,33524.04,7215.0,7194,24327.809999999998,42.051913638025404
12479,57755.93,34872.48,4407.0,4392,22883.449999999997,39.620953207748535
32796,57747.619999999995,35681.4,2838.0,2766,22066.219999999994,38.21147953803117
4283,57674.659999999996,43942.0,2834.0,3175,13732.659999999996,23.81056082515267
47014,57635.95,34892.16,4205.0,4276,22743.789999999994,39.461117583730285
2648,57595.21,43296.66,3529.0,3546,14298.549999999996,24.82593604572324
22569,57590.74999999999,38242.36,3125.0,3263,19348.389999999992,33.59635010830731
3987,57574.3,41727.6,5170.0,4824,15846.700000000004,27.523912579050037
4228,57553.189999999995,40219.200000000004,2681.0,2736,17333.98999999999,30.118208912485983
31201,57529.64,33406.2,5536.0,5540,24123.440000000002,41.93219356144068
6542,57378.62,26463.43,8088.0,7133,30915.190000000002,53.87928465341272
7340,57311.81999999999,38301.439999999995,3018.0,2602,19010.379999999997,33.170086031118885
4565,57242.340000000004,40132.51,5916.0,5981,17109.83,29.8901652168657
2466,57233.82,21030.2,1218.0,710,36203.619999999995,63.255641507066976
18742,57193.35,25942.5,2865.0,2306,31250.85,54.64070560650845
15548,57176.4,39855.62,6360.0,6566,17320.78,30.293582666974483
6958,57063.47,37507.21,7103.0,7037,19556.260000000002,34.27106693651824
802,57060.38,40341.51,4962.0,5049,16718.869999999995,29.30031310692287
8922,57008.65,38183.4,7135.0,7071,18825.25,33.02174319160338
4522,56976.51,37302.48,3699.0,3708,19674.03,34.530072129725035
2828,56959.48,52337.880000000005,1252.0,1548,4621.5999999999985,8.113838117904164
7279,56958.13,31007.11,6787.0,6697,25951.019999999997,45.56157303619342
3747,56947.53,37772.56,8147.0,7292,19174.97,33.67129355742032
1212,56941.89,8095.9400000000005,2611.0,563,48845.95,85.78210171808487
26787,56903.66,34780.2,5084.0,5070,22123.460000000006,38.878799711653
25540,56883.340000000004,39255.3,4066.0,4154,17628.04,30.989811779688043
1891,56854.46,48233.97,554.0,603,8620.489999999998,15.162381280202114
2912,56848.53999999999,44440.11,3346.0,3453,12408.429999999993,21.827174453380852
41712,56803.55,33915.2,10181.0,10340,22888.350000000006,40.293872478040555
37235,56780.76,32764.5,4624.0,4045,24016.260000000002,42.29647507359888
4989,56753.28,45964.939999999995,2472.0,2759,10788.340000000004,19.009192067841724
27512,56726.829999999994,35985.86,2417.0,2554,20740.969999999994,36.56289272642239
7868,56628.01,41205.8,1599.0,1790,15422.21,27.234243265832575
2879,56577.979999999996,41999.11,1802.0,1891,14578.869999999995,25.76774568480528
16877,56539.57,37563.68,5743.0,6098,18975.89,33.562140638848156
24846,56537.7,36382.5,2930.0,2970,20155.199999999997,35.64913323322314
27202,56533.41,54080.4,5659.0,7953,2453.010000000002,4.339044823229312
8135,56433.65,43272.450000000004,5135.0,5121,13161.199999999997,23.32154663042351
27867,56339.96,32218.72,7054.0,6826,24121.239999999998,42.81373291709827
2810,56269.950000000004,50344.74,1005.0,1151,5925.210000000006,10.529972036584368
2722,56206.439999999995,39612.68,2556.0,2252,16593.759999999995,29.522880296279208
24310,56199.340000000004,35719.1,5966.0,5470,20480.240000000005,36.44213615320038
2035,56156.32,41312.04,2868.0,2893,14844.279999999999,26.433854640047638
8660,56149.89,44767.8,4511.0,4620,11382.089999999997,20.270903469267697
19121,56137.25,21017.6,4675.0,2560,35119.65,62.5603320433402
19962,56057.64,36422.84,3536.0,3694,19634.800000000003,35.02609100204718
3458,56042.049999999996,27872.74,2795.0,1841,28169.309999999994,50.264595959641014
1036,56025.990000000005,40254.159999999996,1401.0,1349,15771.830000000009,28.150917101152533
25716,56005.94,37642.200000000004,1306.0,1459,18363.739999999998,32.78891489009915
12343,55937.67,34344.96,3033.0,3072,21592.71,38.601375423752906
21834,55900.79,39039.72,3521.0,3711,16861.07,30.162489653545144
2906,55884.439999999995,47881.44,556.0,656,8002.999999999993,14.320623057151497
1309,55872.9,52261.44,910.0,1176,3611.459999999999,6.46370601848123
15503,55872.770000000004,35767.4,4123.0,4159,20105.370000000003,35.98420124865834
41033,55806.58,34484.85,5842.0,5835,21321.730000000003,38.2064803111031
30735,55701.79,37300.92,1921.0,1956,18400.870000000003,33.03461163456328
34870,55629.54,36698.56,6046.0,6284,18930.980000000003,34.030444975816806
1336,55601.32,32761.54,1868.0,1687,22839.78,41.07776577966135
45460,55559.91,34889.79,5309.0,5343,20670.120000000003,37.20330000534558
8837,55545.27,38615.5,9273.0,9350,16929.769999999997,30.47922892444307
21791,55544.4,38133.0,5560.0,5575,17411.4,31.34681444033962
4178,55487.020000000004,33107.479999999996,5198.0,4438,22379.540000000008,40.33292831368491
38441,55479.340000000004,33935.5,4966.0,5065,21543.840000000004,38.832185098092374
5228,55468.3,43208.1,6170.0,6155,12260.200000000004,22.103075089735945
2083,55386.15,44086.0,1385.0,1400,11300.150000000001,20.402483292303224
16758,55176.56,35166.15,3944.0,4113,20010.409999999996,36.266142724374255
24933,55146.21,35812.63,1379.0,1379,19333.58,35.0587646911728
11440,55133.22,34110.48,3678.0,3732,21022.739999999998,38.13080389645299
12123,55077.9,32109.36,9350.0,9528,22968.54,41.70191673974498
7986,55069.299999999996,42857.7,1870.0,1915,12211.599999999999,22.17496863043474
41965,55014.31,36565.340000000004,3569.0,3758,18448.969999999994,33.534856658204006
3315,54990.54,42498.2,55546.0,57430,12492.340000000004,22.71725282203085
25539,54954.99,39392.04,5501.0,5556,15562.949999999997,28.319448333991136
5147,54941.36,41384.96,4264.0,4384,13556.400000000001,24.674307297817165
8233,54922.979999999996,43984.71,2302.0,2541,10938.269999999997,19.91565279232845
36284,54853.84,28348.77,3416.0,3593,26505.069999999996,48.319443087302545
5090,54853.2,43886.700000000004,4080.0,4290,10966.499999999993,19.992452582529356
5168,54821.259999999995,30038.339999999997,2874.0,2199,24782.92,45.20676832309217
25290,54815.13,38749.36,5487.0,5624,16065.769999999997,29.309006473212772
42122,54758.68,29476.71,6672.0,6507,25281.97,46.16979445085236
40055,54738.579999999994,32454.2,3142.0,3085,22284.379999999994,40.71055551678541
3012,54715.32,41038.92,55268.0,55458,13676.400000000001,24.995558830689472
2159,54672.05,43047.3,1295.0,1410,11624.75,21.262692728734333
426,54611.65,39891.18,6835.0,6342,14720.470000000001,26.954816417376147
4414,54571.78,43829.11,5422.0,5527,10742.669999999998,19.6853941725925
10254,54530.87,35354.67,10113.0,10491,19176.200000000004,35.16576940731003
4724,54521.39,41437.72,2561.0,2468,13083.669999999998,23.997315548998287
12772,54505.04,37122.0,3896.0,4035,17383.04,31.892536910348106
3139,54432.799999999996,39002.04,2220.0,2211,15430.759999999995,28.34827530459575
25935,54405.54,37531.08,5446.0,5487,16874.46,31.016069319411223
25934,54359.79,33037.25,6421.0,6415,21322.54,39.22483880088573
8520,54299.229999999996,40380.9,3177.0,3283,13918.329999999994,25.632647092785653
15138,54276.04,34104.62,2196.0,2189,20171.42,37.16450205283952
4362,54196.17,40607.6,6783.0,6712,13588.57,25.072934120621436
2547,54165.51,52799.74,7749.0,10193,1365.770000000004,2.5214753816589264
6495,54131.93,47573.340000000004,3907.0,4317,6558.5899999999965,12.115936010410115
25505,54035.91,37052.14,5409.0,5597,16983.770000000004,31.430524627048946
16761,54001.4,34909.159999999996,3860.0,3949,19092.240000000005,35.355083386727024
8101,53950.89,39809.07,27111.0,27081,14141.82,26.212394271901722
6896,53904.59,20381.8,2929.0,2018,33522.78999999999,62.18911970205134
36161,53878.520000000004,32569.68,5548.0,5577,21308.840000000004,39.549787187918305
5780,53854.25,39818.16,3775.0,3814,14036.089999999997,26.063105511635566
2270,53814.99,37331.58,701.0,687,16483.409999999996,30.629774343542564
3377,53805.78,39237.5,2222.0,2150,14568.279999999999,27.075678486586384
24151,53796.05,27656.09,4895.0,3773,26139.960000000003,48.59085378945109
21181,53708.03,37921.56,1797.0,1923,15786.470000000001,29.39312799222016
3084,53679.19,41270.740000000005,3581.0,3662,12408.449999999997,23.115941205521164
3755,53592.46,36408.58,3154.0,3029,17183.879999999997,32.063988105789505
2598,53521.67,38163.840000000004,3233.0,3336,15357.829999999994,28.69460164453014
35976,53416.53,35772.88,5347.0,5512,17643.65,33.0303185175076
2237,53350.450000000004,31639.059999999998,955.0,886,21711.390000000007,40.695795443149976
33988,53345.65,31736.1,4911.0,4890,21609.550000000003,40.50855130643268
4882,53308.14,36420.3,7686.0,7749,16887.839999999997,31.679664681603963
8905,53307.54,34989.92,4446.0,4463,18317.620000000003,34.362155897646005
28682,53252.45,25220.82,5255.0,4723,28031.629999999997,52.63913679088943
7849,53213.37,48547.2,5863.0,6224,4666.1700000000055,8.768792504590492
20446,53196.75,36870.1,5325.0,5503,16326.650000000001,30.69106665350797
4317,53157.47,33910.17,1553.0,1429,19247.300000000003,36.20808138536316
2131,53116.11,2649.15,4089.0,261,50466.96,95.01253009680114
8749,53034.02,34437.2,3398.0,3514,18596.82,35.065831328645274
3626,52992.96,40988.55,3904.0,3945,12004.409999999996,22.652839169580254
5318,52909.2,38344.4,1880.0,2056,14564.799999999996,27.527915750001885
28457,52890.6,16852.08,2940.0,1433,36038.52,68.13785436353528
22584,52837.03,34896.299999999996,2897.0,2930,17940.730000000003,33.95484189781296
4351,52810.07,30132.0,2393.0,1944,22678.07,42.94270013275877
6881,52734.89,46500.3,4311.0,3355,6234.5899999999965,11.822514468125366
4091,52705.229999999996,42293.299999999996,1877.0,1949,10411.93,19.755022414284127
2830,52677.26,47053.08,3774.0,4507,5624.18,10.676675286451877
8599,52580.41,35946.24,8159.0,8096,16634.170000000006,31.635679523990028
39775,52533.88,32972.64,5612.0,5646,19561.239999999998,37.235475468402484
16328,52523.04,34174.25,12396.0,12427,18348.79,34.93474482817446
38369,52515.12,34740.0,3388.0,3860,17775.120000000003,33.84762331305728
13968,52498.590000000004,35732.32,3941.0,4264,16766.270000000004,31.936610107052406
4345,52493.74,38675.12,2626.0,2476,13818.619999999995,26.32431981413402
33682,52482.46,31095.04,2854.0,2858,21387.42,40.75155775853494
23635,52480.840000000004,35672.4,3916.0,4404,16808.440000000002,32.02776479949635
3231,52446.64,37345.5,4736.0,4825,15101.14,28.7933411940212
1704,52419.85999999999,46031.899999999994,2314.0,2395,6387.959999999999,12.186144716906913
27515,52355.86,32919.04,3714.0,3674,19436.82,37.124440320529544
40332,52337.75,32495.18,3875.0,3958,19842.57,37.91253922837722
12227,52288.090000000004,34249.52,3891.0,4058,18038.570000000007,34.49842975713974
5246,52286.16,35474.869999999995,3584.0,3631,16811.290000000008,32.15246635056008
10453,52274.45,29946.69,5391.0,5661,22327.76,42.712567994498265
6285,52268.42,33093.38,5158.0,4999,19175.04,36.685708119740376
24837,52200.39,36159.659999999996,10461.0,10573,16040.730000000003,30.729138230576446
7718,52191.44,33425.439999999995,8906.0,9083,18766.000000000007,35.95608781823228
515,52125.73,36112.64,1427.0,1424,16013.090000000004,30.720126125811575
27567,52029.14,38673.270000000004,4486.0,5349,13355.869999999995,25.669980322565383
19260,51982.42,34197.9,5258.0,5302,17784.519999999997,34.21256647920585
34393,51944.92,35154.35,4308.0,4367,16790.57,32.323796051663955
6269,51911.28,29969.97,5540.0,5581,21941.309999999998,42.26694082673361
6224,51887.46,33336.159999999996,3054.0,2728,18551.300000000003,35.7529545674427
4702,51872.46,36268.82,2154.0,2177,15603.64,30.08077889500517
450,51854.25,43685.76,2075.0,2238,8168.489999999998,15.7527878621328
44620,51823.43,44250.52,3741.0,4124,7572.9100000000035,14.612907713750332
6216,51799.17,35478.0,6483.0,6570,16321.169999999998,31.508555059859066
757,51773.329999999994,38111.4,2667.0,2732,13661.929999999993,26.387968477206304
14475,51742.87,33480.72,5013.0,5096,18262.15,35.29404147856507
25163,51731.33,33589.08,10367.0,10367,18142.25,35.07014028056112
25419,51729.74,29258.879999999997,3126.0,3136,22470.86,43.43895793792894
13491,51659.72,40768.0,5128.0,5600,10891.720000000001,21.08358310885154
4818,51570.72,27749.45,3928.0,3695,23821.27,46.19146290763441
1064,51568.75,27732.12,2225.0,1508,23836.63,46.223012968125076
8808,51556.399999999994,38627.55,2760.0,2769,12928.849999999991,25.07710003025811
1489,51531.41,42999.04,859.0,896,8532.370000000003,16.557610203175116
758,51477.54,35789.88,1246.0,1244,15687.660000000003,30.4747662767102
2142,51426.31,37627.5,3369.0,3625,13798.809999999998,26.83219931587547
42948,51400.71,31641.84,4529.0,4626,19758.87,38.440850330666635
27203,51388.44,45260.8,3956.0,5120,6127.639999999999,11.924160375368466
21951,51363.72,33708.52,4028.0,4076,17655.200000000004,34.372899782180895
8267,51254.85,36567.9,2115.0,1982,14686.949999999997,28.6547516966687
8379,51221.28,32801.37,4272.0,4299,18419.909999999996,35.961440245148104
680,51214.38,31794.84,2562.0,2294,19419.539999999997,37.918139397567636
4736,51212.72,36418.52,17128.0,17018,14794.200000000004,28.887745075832733
3727,51188.77,37790.76,25723.0,25708,13398.009999999995,26.173729120664547
46381,51133.229999999996,33333.58,3077.0,3647,17799.649999999994,34.810337621933904
19896,51121.74,33967.22,7426.0,5131,17154.519999999997,33.556213070994836
21233,51093.56,33244.95,4244.0,4415,17848.61,34.93318923167617
4303,51038.64,37434.43,6336.0,6421,13604.21,26.654726693344493
2672,51012.04,41686.2,22276.0,23159,9325.840000000004,18.281644882267017
32546,50959.46,25965.12,2454.0,2064,24994.34,49.04749775605943
32090,50895.28999999999,28522.559999999998,2371.0,2442,22372.729999999996,43.958350566427654
19150,50890.11,39772.58,2489.0,2713,11117.529999999999,21.84615046027607
4447,50823.579999999994,39733.38,1942.0,1926,11090.199999999997,21.82097365041974
2054,50720.47,29374.72,1153.0,848,21345.75,42.08507925892642
8744,50669.17,34582.24,2783.0,2807,16086.93,31.74895108800875
35578,50651.64,27031.550000000003,5796.0,5915,23620.089999999997,46.63242888088124
8654,50572.4,33778.25,9560.0,9515,16794.15,33.20813329009499
14004,50555.68,34968.1,3832.0,3929,15587.580000000002,30.832499928791385
25728,50550.21,40039.32,879.0,1068,10510.89,20.79296999953116
26557,50540.92,40618.200000000004,2808.0,3563,9922.719999999994,19.633041899514282
25531,50490.92,39748.799999999996,2408.0,2535,10742.120000000003,21.275350102553098
25373,50443.77,31068.36,3923.0,4014,19375.409999999996,38.40991662597779
19821,50408.34,27090.0,2966.0,2625,23318.339999999997,46.25889287367923
8985,50405.85,38366.04,8415.0,8641,12039.809999999998,23.88573945286112
1812,50398.32,37894.079999999994,168.0,168,12504.240000000005,24.810827027567598
